,uid,title,uname,score,comment,ulevel,score_predict
10,20811459,仅代表个人想法电影好坏在于是否能够启发人的思考 激起人观众的共鸣,孤寂の弱者,10,在人生迷茫知识确实太需要这样正能量满满的电影给人振奋。我自己感受电影讲述人们面对生活中灾难、困苦和挫折时候，需要的一颗面对未来的心。过去的事情已经过去 我们无力改变，能做的是做好眼下 面对未来，去创造和享受每天的人生。我觉得是新海诚带给我们人生的思考。感谢诚哥，可惜没有在电影院看到。,6,10.0
11,321996627,当时看首映时的想法,Ddzyy_,2,前期莫名其妙的，说实话，要不是因为是粉丝，前期看那女主我差点走出电影院，真就顺应了“快餐式恋爱”时代呗？既没有引起共呜，也没有带动起我的情感，不像君名那样相互了解，经历了很多的那份感动，更没有天气之子那样雪中送炭，相互救赎，为了工作，有生活气息的桥段，感情层层递进。铃芽真的就是一时冲动，为什么看动漫？难道不就是因为现实的一些已经无药可救的空虚感或者去满足自己内心的感情吗？在动漫中寻求感情，那份感动吗？铃芽当成亲情片还挺好看的，家人间的含蓄，语言表达产生的矛盾爆发，以及最后的处理结果，鲁迪和老爹的矛盾关系处,6,10.0
12,2720824,关于电影主线并非爱情的一点解释,赏月者_,10,很多人可能是带着对君名和天气的固有印象来看铃芽的，会先入为主的认为新海诚这次又是来讲一个男女主如何相爱的故事，结果在电影院看了一次发现爱情线逻辑不明确，就开始喷了。我说明一下，这部电影爱情并不是主线，只是类似于盐一样调味的东西，主线是铃芽解开心结和成长的历程。新海诚说铃芽之旅的构思发源于他对2011年311东日本大地震的思考，在现实世界的日本存在着很多像铃芽和环姨妈这样的灾后重组家庭，他们的日子如何继续，这些经历了灾难的孩子如何面对以后的人生，都是值得思考的话题。铃芽通过这一趟关门之旅，重新认识了灾难，化,6,10.0
13,88228712,被感情线拖累的新海诚,小天狼星cn,6,我只能说确实不行。当初在电影日本刚上映时，看的生肉，国内上映就没看，这几天回温一下以为会有不一样的感受，现在看都看不下去，尬得我抠出三室一厅。最离谱的地方就是感情线的叙述，铃芽能为了一个刚认识不到几分钟的陌生人付出一切，却完全忽视亲人的关心……然后还有那两个猫，也完全没交代清楚到底怎么回事。。。铃芽跟她姨妈吵架那段更是逆天。。。还有众多小细节我都懒得提画面还是一如既往的壁纸，bgm还是好听，题材也是不错，诚哥想要表达的中心也还算是表述清楚，只是被这个极其离谱的感情线扯了胯,6,3.2409311902311067
14,514532066,优质的画风，劣质的剧情,mr黄class379,2,嗯，怎么说呢。画质很好，给人了一种美的享受。但剧情实在是太拉跨了，恋爱的发展太过突兀，主角的很多行为都不符合逻辑，剧情的发展很是生硬。如果只是想养眼的话，可以看。但如果对剧情有要求的话，建议还是别看了，浪费时间。真的很想喷剧情，现在的用语已经很含蓄了。,4,9.997966704797038
15,1869899515,满分,魂天帝小王,10,打三星及以下的都是小丑。,5,4.577893275288703
16,1406844557,无,该死的tan,10,无,4,4.091486658195677
17,240640730,半成品烂片，欢迎理性讨论，别搞人身攻击,六月的斑马,2,就一句话，没有新海诚这个名字，这部垃圾最多在哔站七八分，也不知道一堆文青装啥呢？矫情啥呢，恶心不恶心啊，这种完成度能给五星是吧，还看电影之前自己补剧情，6，你去饭店吃饭咱不自己带油盐酱醋呢。新海诚之前确实有好作品，但是这部就是半成品烂片,5,0.005334242736687589
18,1671599397,不是烂片！这不是烂片！,结束の乐队,10,当然，有了前两部神作衬托，显得这部电影没有那么出彩，但是，不要以前两部恋爱的视角去看，这部作品更像是铃芽的自我救赎，事情是她自个惹出来的。但是绝对说不上是烂片，剧情有些乱是因为电影的时长限制了发挥，（小说看了我四个小时）其实看了原著小说和别人的解读其实挺清晰的，估计时间上也有点赶，毕竟新海诚的电影一直追求画面的精细与震撼感，要绘画制作也是需要很大工夫，电影其实整体三颗星吧，给五星是鼓励，希望在下一个三年之约出个更好的作品,4,9.999999999999925
19,668390943,《铃芽之旅》观后感（也可以说是骂它的）,星月zyi,6,看完铃芽之旅之后其实是有一点不满的，它跟我的感觉就是不像是新海诚的作品。 先说优点：前面的公路片是真的很好看，不管是人物塑造还是剧情都是非常好的。还有就是讲腻了的画面，这里就不过多介绍了，大家都看的出来。 缺点：（我先声明一下，我没有看过铃芽之旅的小说，其次我对新海诚的喜欢仅限画面和剧情）好，我开始讲了哦。我不知道为什么新海诚要加一条爱情线？老老实实讲公路不好吗？特别是女主，弹幕都说他是恋爱脑，在我看来不是啊，她就是一个S*。我就想说一下他是和男主很熟吗？我算了一下，她和男主主要就才呆过一星期，结果在后面,5,9.623569919949349
20,18733788,看完生气！！！,水浅青箩,2,剧情恶心，没有故意抹黑女性么？什么女主，姨妈照顾她这么久，在学校里同学嘲笑姨妈的饭团，一句都不维护。遇到个少女，晚上还要发表奇怪的姨妈前男友言论，最上说知道姨妈为她付出很多，却一点行动都没有，甚至都忘记晚上回不去要告诉姨妈！见色起意就尾随男主，乱开门不关门，还乱拔文物。看到瘦骨嶙峋的小猫要给别人一个家，生气了以后把猫举过头顶要扔！！！任何一个爱宠物的人都做不到！！！看到男生睡着还偷亲，甚至都不知道对方有没有女朋友啥的！我真大无语！,4,3.2148940858106356
21,473241896,…………,provi登ce,6,这部电影实在谈不上有多好（对于新海诚而言）有一种不伦不类的感觉，新海诚既想要讲一个好的爱情故事做好又想在其中塞入更高层次的内容，结果就是两者都没有兼顾，如果是纯走艺术方向这部电影固然会更好，但显然他并不想放弃商业方面的摇钱树。,4,9.999638745634972
22,1126318161,要经费有经费。要剧情有经费。,我的星空有云朵,10,唉，看他经费就摆在那里，我就看了两遍。另外两部天气之子。和你的名字。我都看了20多遍。唯独这个。看一遍都嫌多。,4,7.18803744129556
23,1327437129,报看报看报看,堀枝,2,本来对新海诚的电影期待很高，看了之后真的……一言难尽，女主和男主相遇直接二次元偶像剧情，然后就，大家第一次见面就可以逃离家里去追男主了？然后祸是女主闯的她去还我能理解，但是，对她的家人，包括女主对大臣，啊……整个剧给我的感觉是，只要我能和男主在一起，其他任何人我都能抛之脑后，也不是青春热血，也没有什么使命理智，全番围绕追男主展开，所有一切都是为了铺垫男主，大臣做的女主都看不见，最后女主义无反顾把大臣替代男主我真的受不了一点女主和魔女那部真差不了多少，小白眼狼，她的母亲对她很好，大臣也好，然后为了一个不太熟,4,10.0
24,652407424,“集大成之作”,暴龙战士のemo,2,“新海诚集大成之作”实则是集缺点之作。相比《秒速五厘米》《言叶之庭》《你的名字》《天气之子》，这部作品是新海诚导演可能性令我严重怀疑。一是分镜和人物绘画，水准比《言叶之庭》差得远，部分场景的面部甚至了回到了十年前。二是叙事，叙事的中心思想没有很好地呈现，一会儿讲见色起意的情愫，一会儿穿插家庭教育和矛盾，还不如一元地讲少年情愫，奋不顾身，像《天气之子》；《你的名字》是新海诚集大成之作，这部差得没边了；另外，那只猫的原型和象征意义是什么，显然都不是那么重要，因为整个叙事靠那只猫也救不回来。《深海》的叙事镜头，,5,9.999999876673156
25,10671697,《铃芽之旅》第四条腿到底在哪儿？,红烧豆腐乳,4,我希望男女主变要石，两只小猫咪在一起，怎么会有人放弃会说话的小猫咪选择男人的啊，还有第四条腿到底去哪儿了？挖坑不填真的很烦，这个世界这么乱，还要小猫咪来缝缝补补，是我就把男女主献祭了，让小猫咪出来玩（男女主没有一点cp感）,6,9.999998064078952
26,32215367,个人主观理解,戏言是呆逼,10,首先大家给的差评几乎九成是给感情线的，其实就我个人主观理解来看，铃芽开头看到草太感到熟悉并非是一见钟情，因为结尾回收了这个伏笔，“见过，所以熟悉。”其次，铃芽设定上是在一定程度上不记得小时候的事，但总有一些画面是有很模糊的记忆很难忘记的，我觉得大家可能都有这样的经历。后边说出“没有草太先生的世界我很害怕。”这里我的理解是，铃芽自认为是她拔出了要石，感到愧疚，而且面对这种超自然的现象，她只是一个普通人，她了解“蚓厄”的唯一途径是通过草太了解的。在面对这种超出自身理解的事物的时候有一个告诉你这是什么情况，告诉,6,9.999999999679307
27,498422451,......,藤和智子Official,4,只能说音乐和画面太拉分 新海诚的噱头太引流,5,0.445064503152528
28,2280734,无何奈何地沾上杂音的好作品，对过去痛苦的美丽道别,阿福醬,10,"男主问铃芽不怕死吗? 她回答不怕.起初看只觉得是青少年的有勇无谋. 但是在得知她曾经在灾难中失去所有、以及现在的家庭关系上有一面说不清的隐形墙之后, 这句『不怕死』其实是她对未来没有任何希望的倒影. PTSD对于一般人来说难以想像, 甚至我们看番/日常也会用PTSD来开玩笑, 但对于灾民甚至退役军人来说, PTSD是真的能无声无息的扼杀一个人的心. 尾段, 铃芽再次面对怕不怕死的问题, 回答是怕死. 公路番虽然土气, 但优点也很明显, 成长与足迹成正比. 不只有男主, 一路下来遇到的人使她成长, 就像幼时",6,9.999999996899424
29,328858581,吐槽,玩蛇的zz,2,只能说新海诚一直在退步。讲个简单的奇幻爱情故事可以不升华也没必要升华，也不必硬核。但是人物塑造的太牵强了，直到结局之前都还好啊这故事。但是结局太割裂了。甚至在我的理解里你可以给个机械降神也比继续封印猫猫好。反正世界观都是你定的解释权都在你。认识一两天我不能没有草太的世界我勉强能接受，猫猫给封印了大家都无事发生我很难绷。,5,9.992836721995735
30,2046921754,好看,Kirito结成明日香,10,分高不高都无所谓，毕竟,4,5.816992932327789
31,2017886301,观后感,屑石锄,6,刚看完时还是相当震撼的，画面，音乐，配音都是顶尖水平，这几点不容反对，但脑中回想时觉得剧情不行，相比你的名字和天气之子这部女主对男主好感令人疑惑，前两部对好感的铺垫很长，很好，很合理，但是这一部几乎就是“初次见面，请和我结婚”,5,9.999997159801543
32,1527448,感恩的心,色厉内荏回旋虎,2,本专栏看前提醒：一部作品可以有多种角度理解比如存在一种回怼那些满眼睛满脑子都是“一分低了，三分差不多”“三分低了，四分差不多”“非要四分吗？五分不好吗”理中客的需求我们便可以按需翻译《中庸》的片段，说“小人反中庸”的意思是“小人反而也中庸”然后送给他们。另外，我打心底里认为自己和那些孝顺古人的人，是有巨大共识的，就是“死人比活人有用”所以无论作品还是作者都不足够让我敬佩的时候我通常认为他们的作品是死的，人也是死的，而我作为观众的一员，自认为不仅活着，还可以孕育新的生命。从按需解读的角度来看本片，我可以得出,6,9.999999999993548
33,22266793,铃芽之旅的后期为何如此割裂,碧良长空,6,看完了，属实是把我整不会了，新海诚这剧本，是不是电影时长不够了所以后期就爆开了？为什么这么离谱？前期公路片，关门路上一位位路人的故事，营造了温暖各异的氛围，也给铃芽“叛逆”的路程增添趣味，让人感慨青春的冲动，也让人看到各色各样的人，各色各样的故事，地标的变迁，人的变化，青春洋溢下的关门之旅，可以说到充满了新海诚特色的治愈人心。然而，从东京开始，后续的剧情展开可以说是基本疯狂崩坏。莫名其妙就能站到地龙身上？那前期没人能认知到的意义是什么；大臣为什么要地龙砸落东京？它看着地龙砸落很多人会死狰狞的笑，然后莫名其,6,10.0
34,35811747,不安的蝴蝶，少女的旅程——《铃芽户缔》观后感。,Miookyo,10,“我出发了”千思万绪，却不知怎样诉说，从你的名字到天气之子再到铃芽户缔，如果说你的名字给我感觉是“不管你在哪里都要找到你”勇气，天气之子给我的感觉是“比起大雨我更需要阳菜”激情，那么铃芽户缔给我的感觉便是“欢迎回来”的救赎，作为日本3.11大地震受害者的铃芽，灾难不仅夺走了她的母亲还在她与所有受害者心里埋下了对生命感到虚无缥缈与质疑的种子，于是面对似曾相识的男子与群鸦四起的地方、面对“死者的世界”和残破的灾区，铃芽最先拥有的便是选择的勇气，这样不可缺少的心里印记加之少女的青春作为作品最根本的内驱力促使少女,6,10.0
35,436841423,喜欢,一剑独闯游天下,10,一群黑子要求太高，简直是强人所难，反正我是被感动到了，我是真喜欢的，你乱喷乱给星也改变不了这是一部好作品,4,1.368929499900312
36,400013247,路人看法,凌晨3点的日子,6,不要看导演是谁，你凭心而论，这个电影剧情怎么样？我的评分就代表了我的看法。,5,9.9132216037743
37,84847651,浅谈一下铃芽与东日本大地震的关联以及电影短评,柳畔之梦,10,铃芽的家乡应该是宫城县气仙沼市，311东日本大地震发生后，该市市区遭受7~10米海啸侵袭，沿海部分地区海啸高度超过12米（wiki上说气仙沼市杉の下地区有一个12米的高台被海啸没顶，93人死亡），电影中铃芽进入往门后，在空中看到了大规模火灾，跟当时NHK在气仙沼市的航拍画面高度相似，这主要是由于气仙沼市有很多储油罐，海啸冲到储油罐后导致海水变成浓黑色，大量混杂的油水遇到火花后便开始起火。电影01：29：46铃芽姨妈的手机定位也可以证明是在气仙沼市。据统计，气仙沼市全市1300余人死亡，整个东日本大地震直接,6,9.999997777174288
38,631358506,垃圾,古月海晟,2,纯粹的爱情乐色片，一点脑子不带，唯一有趣的就是这蚯蚓的用法和存在意义方面，但只是作为恶心的背景，人不懂，也没脑子，用意气换爱情，活该恶心。垃圾好吧，除非你没脑子，不然你得知道为什么要家族死守秘密，不信就用方法信，没脑子,4,1.9621571947177563
39,1998077893,剧情时间过的太快了,万叶-我宝,6,看的时候有股怪怪的感觉，男女主两人从世界的最开始到故事的结束认识了总共才几天啊这感情就这么深厚了吗？你的名字的男女主剧情时间做的就刚好，这部感觉俩人感情好的有点太快了,4,9.999773872110135
40,219870571,关于《铃芽之旅》的评价。它真的就只值一星吗?,桜怜醉花兮,8,六年之约啊，这部作品因各种原因直到现在才看，却惊奇的发现已经是2023年11月11日了，哈哈正好过了一年。那么关于作品，相对于前两作，或许是你的名字太过耀眼，这部作品被消去了些许光芒，令观众报以期待的它算是沉稳的发挥。尤其是绘画，音乐非常出色，还有剧情其实也还不错，有的地方挺轻松愉快的（或许这部剧情有一些方面做的有点突兀，但不是无脑差评一星的原因吧？难道除去剧情其他一文不值吗？如此苛刻吗？更有甚者以打低分自荣去攻击他人，戾气未免有点重了）。总体可以给四星，那一星待我往后某时再刷要是有新的体会时会再给吧 。,5,9.999997497242116
41,307056424,为什么评分那么高，可以刷吗,观棋仙人,2,看的很莫名其秒，这部戏刚开始一切的基础都是建立在男女主的感情线开始的，不然你告诉我怎么解释女主上学走到一半看到一眼男主觉得好美，然后到了学校直接逃课过去，后面不到一周的爱情让女主为男主说出“没有男主的世界……”你说说这是什么勾巴感情线，新海诚水平真的下降了，还有门不就是女主打开的吗，后面又出现一个莫名其妙的“舔狗大臣”，要不是它是猫，它就是真的生理加心理上的舔了，然后就是自己的小姨妈没有结婚就为了照顾女主，小姨妈还在担心女主，女主自己到先委屈上了，觉得姨妈操控了她的生活，太乐了，没有姨妈你这辈子都活不下去,6,9.999999999998487
42,136790950,一次比较糟糕的观影体验,MAMA圣地,4,新海诚算是翻了车，商业片的形式拿了一个比较下成的烂俗套路拍出来一步很难评的作品。这部片子哪里都好，但是用一句话评价的话……我会说，它是动漫界的《降临日》。重点要拷打的事他的主线剧情大约是看到摩天轮那里吧，我就已经猜到了整条主线的大致走向。前面几个回忆一只在强调女主之前进去过“门里面的世界”，白猫也纰漏了男主会变成石头。按照起起落起大落大起这样的好莱坞商业片标准流程，男主是肯定要在中间领便当的（女主一定会有一个重大挫折，毫无疑问就是男主变成石头）然后那个并不隐晦的伏笔也会出现，女主肯定会进入那扇门里面，进去,4,9.99999999999748
43,399549124,对此电影观赏体验不好，有一些剧情上的疑问让我只能给这部作品两颗星,世界什么鬼样,4,首先画面，声优，配乐，环境的描写与转变，人物的动作变化及镜头的转切等都是佳作等级，但是唯独剧情无法跟上，在电影上映之前很多人都收到风声这将是新海诚电影的破圈之作，但是看完电影后，让人觉得破圈失败了搞得像只破壳失败的小鸡，一半在外一半还卡在蛋壳里。很多吹的都故意让人不要在意感情线不要以以往的眼光来看这部作品，可是被标榜的破圈之作不联想一以前的作品如何看出破在哪里?人们发现感情线有问题就叫人不要谈感情，这不是抛开事实不谈，就是佳作吗？又说不要盯着不放，可是后面感情线直接变主线了，没有草太的世界我活不下去。然后,5,9.999995160605918
44,62843616,好好好 哥们已经把敏感词改了 你再ban就不礼貌了,阿良木木历-,2,《没有草太的世界 我很害怕》—答辩之旅整体：首先这无疑是一部失败的答辩动画电影，在电影院中如坐针毡，如同想喷射一般 我如此抑制住跑出电影院的冲动，结束两个小时的折磨我的评价是不如26块钱不如去吉米上网。我不知道为什么它会打上‘公路片’的标签，公路片的字面定义为：以一段旅程为背景、完成主角成长、思想变化（完全没做到，从头到尾女主纯答辩），相比于道子与哈金、混沌武士、奇诺之旅等，它完全没有公路片的味道（不会真以为开个跑车在公路上就叫做公路片了吧，真别来沾边），没有去做感情线那为什么结局看起来男女主又在一起了，,6,9.999999928590483
45,349379799,《铃芽之旅观后感》,HanaFukubi,10,可能微剧透，惯例五星好吧首先配乐满分，影院看的很震撼。剧情不好评价，中规中矩，但是思路新奇，偏热血，没啥爱情点。我不会写了，总之喜欢的人喜欢，不喜欢的人不喜欢（）,6,9.999976952392785
46,39389303,这是一部优秀电影,残阳cl,8,诚然剧情突兀，有部分情感逻辑混乱，这两点在天气之子我便看到了，但铃芽之旅让我久违得有落泪的冲动。我就直奔主题，电影制作优秀，外剧情尚可，内核不错，算是有时间就值得一看的电影，总体与新海诚的你的名字相比相差甚远。看到最后废墟之上人们在灾难前的情绪那，我很有触动。最后铃芽救赎小时候自己我并不是很买这账，仁者见仁，但整部电影的核心我非常认可。灾难就像人的情绪一样，它激烈得来，却又会随着时间平静得去。而灾难从人们这夺走的永远不会回来，我们只能以珍惜身边尚在的一切来治愈曾经的创伤。而灾难的背后往往也有无数人负重前行,6,10.0
47,5704565,解析一下《铃芽之旅》被诟病的感情线,拉莱耶常驻小章鱼,10,大家都觉得感情线太快，但实际上抛开吊桥效应的影响，光看两个人的人生经历（也就是人设），其实他俩本就是天生一对。玲芽因为地震失去母亲，这是她的童年阴影，而阿姨对她的爱又让处于叛逆期的女孩感到沉重。她一边清楚的知道这是阿姨对自己的爱，另一方面又想要离开家人的保护。草太对她来说是特别的，他可以制止地震，这对玲芽来说就是仿佛神明一样的存在。更不用说草太这个人本身就很完美，外表身材这种外在的都不用赘述，光是情绪稳定，可靠，行动力强，对人生有明确规划，无偿肩负拯救人类的工作，这些优点随便拿出任何一条都足够秒杀绝大部分,6,10.0
48,35398033,《铃芽之旅》的双女主原案会比现在的成片更加出彩,和泉由记,10,关于双女主的原案首先引用一条评论：本作不必明牌百合，双方的关系能用人之常情去解释就是最好的尺度，这样普通观众也能从中共情，而百合厨们也能从中找到糖来磕。最重要的，诚哥可以因此将作品与恋爱解绑，从而能更加自由地去演绎和描绘。是的啊，将作品与恋爱解绑，更加自由地演绎和描绘。首先是我乐意见到的，也是诚哥自己想做的。写在前面：关于本片双女主原案的内容均来自新海诚采访以及新海诚本特典1，特典2。所以不存在作者我虚构这一事。另外：对于铃芽之旅，我不管什么百不百合，BG不BG，只要哪一种诚哥更想愿意写、写得好，我就支持,6,9.999999999998908
49,438057197,拯救世界？喜欢的人？自己？！,原本无修吧唧吧唧,8,好看，但不是很适合刷很多次，最好还是让第一次看时的震撼保留下去，重复刷反而会失去这种感觉。另外就是从挺多小细节可以看出诚哥这次应该是想写一个很宏大世界观的故事的，但不知道为什么（有可能是电影时长）有些剧情出现的有点突然，就很像一部很燃（虽然并没有燃）的奇幻战斗番的画面突然插入到休闲日常番中，和主要走感情变化的剧情基调相违和。但剧情最后的我救我自己着实惊艳，看似铃芽在弥补自己最初的过失，实际上是在找回自己缺失的记忆，也是补全自身）不编了，总之看完我都不知道男主是怎么喜欢上铃芽的，还有铃芽那一见钟情也太科幻了,5,9.9999999999997
50,21441175,两颗星,山水之间会有重逢,4,好多人吐槽感情线，我想吐槽一下东京天上插椅子的剧情。如果女主不插那几百万人就死了，几百万人的生命就这么随随便便交给一个人？？这个地龙应该有完整专业的组织来管理，而不是交给一个大学生和一个高中生！这犯了动漫一直在犯的毛病，什么地球动不动就毁灭，人类动不动就灭亡，全世界都只是主角成长的工具。呸！！！和国内的垃圾玄幻爱情片一样，倒霉的全世界人都是神仙男主和女主谈恋爱的工具！这种剧情我真的觉得恐怖又荒谬。和男主旅途上发生的小事还挺有趣的，后面和猫、姨妈、男主朋友的旅程也很有趣，让人会心一笑。但是对我来说我完全不能,6,9.999999999990813
51,343857737,一部能看的动画电影,阳关大难骸,6,优点：画面很好，能给5星。里面男女主日常的搞笑场面可以给1星。女主在公路篇的剧情还算过得去，可以给1星。缺点：剧情稀烂，尤其是莫名其妙的感情线。光那些日常互动并不足以支撑起女主这么强烈的情感，扣1星。女主和姨妈的线也是莫名其妙的。在影片中段，女主和姨妈爆发争吵之后莫名其妙的和好。扣1星。黑猫出现时本以为是个boss，结果后面看下来也就是个工具喵。扣1星。白猫和黑猫为什么会和女主产生羁绊完全没有讲述，扣1星。总结：就是一部能看的动画电影，画面顶级，剧情稀烂，和诚哥之前的电影完全不能比。,4,9.990935369177311
52,87392665,铃芽之旅,沈巍大人的口袋,10,昨天晚上刚看完。没想到那么多人觉得剧情跟感情线不好。可能我感情比较充沛，我太能共情里面的感情了，不管是剧情里面的灾难还是男女主之间的感情，女主跟姨妈之间的感情，男主跟朋友之间的友情，我看大家都觉得爱情线很败笔。如果换成友情就好了。但我不觉得爱情就比友情低一等。因为男主是一个值得被爱的人，女主也是一个值得被爱的人。他们两个都是很好的人。这部电影不是没有缺点。比如说我个人不太喜欢的就是只有男女主在关门，这么重要的事情居然是一脉单传。但我觉得对我来说这点小瑕疵不算什么，我个人可以接受。可能大家经历不同，感情也不,6,9.999999999990113
53,388861791,最重要的东西，早在很久之前，就已经全部得到了,好吃懒做的班德尔,10,不管现在多么悲伤，以后都会好好长大成人哦。所以别再担心了，未来并不可怕，你以后还会喜欢上别人，你也会遇到很多非常喜欢你的人，虽然现在你觉得世界一片黑暗，但是黎明终会到来，你会在阳光之下长大成人，未来一定会是这,5,9.999999983289635
54,359319127,【铃芽之旅彩蛋&考据】三年之约终章，新海诚的故事与我们的青春,独角兽养成指南,10,在面对灾难时，你的名字试图改变未来，天气之子尝试选择人生，铃芽之旅选择面对现实。随着铃芽和草太一起锁上门随着片尾《遥远的彼方》响起来的时候，我仿佛看到了在《梦灯笼》里那个“好像曾经见过你”的回首，仿佛看到了在《爱还能做到什么》里樱花树下少女再次双手合十虔诚许愿。我们就这样 ，相聚，分离，在相聚。以前看新海诚的时候感慨的是美丽的画面和少年少女死生不渝的爱情，现在看还会想到以前的自己、以前的我们 : 原来已经过去这么久了。会想到高中时代晚自习上有人弹着尤克里里哼唱着爱还能做到什么，会想到原来曾经自己在意的人换,5,10.0
