,ulevel,comment,score,uname,uid,score_predict
48,6,理解不了剧情，只看到了一个见色起意的叛逆女孩一意孤行，脑子里除了那个那个男的外的一切人对她的关心都像是史一样被她嫌弃。唯一值得赞叹的就是她的行为差点毁灭日本吧。,2,火箭炮魔,302416245,9.81398705088383
49,5,真的想不到评分能这么高，跟追繁一样的套路但观感而言追繁要超过铃芽，两个女主都是不明不白的踏上旅程，铃芽进入死界那段也跟追繁的一段非常相似，而且那里有段哭了又笑的剧情真的忍不了，时间也久了模糊的就不提了,4,不动之奥森,513894632,0.8657963472693508
50,5,在玩儿就是嘎嘎好看，虽然剧情稍微有点槽点，但是不妨碍我就是看主角的,10,从细狗变成猛男,599145607,0.766479598960137
51,5,先致郁后治愈,6,画个小羽毛,252317974,9.772085120698852
52,4,期待下一个三年之约,10,栗花落栗花落,1146123823,9.749989043739753
53,6,好看,10,人生也逍遥,175988548,7.892855468566868
54,6,画面很美。,8,CloudsCollector,98324126,9.31291691330339
55,6,很好,10,终极斯卡蒂单推人,25743888,8.600616466777513
56,5,好看捏,10,蕉绿的泽,1843276610,8.454725505114105
57,5,有泪点,10,万古成空,62251215,9.428571428571427
58,5,瑕不掩瑜,8,SKY封,287488589,9.999272769782868
59,6,乐,10,苏格忒底,473082765,8.015304461087586
60,6,这部作品暴露了新海诚多线叙事的短板，感情戏极其平淡且冗余。,8,Threeoone_,384028106,6.820973232232639
61,6,好的地方是真的真的真的很好，但新海诚你被绑架了可以眨眨眼，商业化让你妥协太多了。,8,世羽言,13068194,9.41559921625303
62,5,超级喜欢，比天气还喜欢的那种。感情线雀实快啦，但是对灾难对生命的思考都很戳，草太他俩的战友情也很戳我，而且最后很直接地说我回去找你的，我真的超级开心！,10,-Avalon-z,1153833848,9.997420165897505
63,5,',10,Executioner_,350631948,7.647058823529403
64,5,真的很不错！,10,浅光official,12854835,8.827024268127081
65,5,太好看了,10,难言的轻语,88118297,7.425082640567448
66,5,个人看完了一遍，只能说没有《天气之子》给我带来震撼的感觉了,6,_沄落_,374835939,9.931872005993089
67,6,情感爆发太扎眼了,4,浅倉花火,39163125,8.890983738965478
68,6,emm,2,喃哒过咧啊,944006,4.868421052631571
69,6,很赞,10,又是六枚硬币-6,271579539,9.686978752919984
70,5,好看捏,10,身处雨落的黄昏,453110581,8.454725505114105
71,5,真好啊,10,起名真难呀你,527943242,7.645751116035175
72,5,震撼 好看 类目,10,深影YY,30179281,9.758629889560522
73,6,1,10,无上限的淡蓝,1903334,5.2803325079589545
74,5,随手关门好习惯,10,laterstayrx,550557925,7.9452922664601155
75,4,不适合那种无底线爱猫人士看，这是神作,10,sigamic,277638392,2.4358885403971433
76,5,RADWIMPS的情绪音乐非常到位。逻辑不足、篇幅较短并不影响观众情绪的代入，并不影响由暗恋的简单情感到安抚灾后幸存者的立意提升。结尾超越时空的自我拯救，使得这部影片完全值得二周目。观影享受才是真谛。,10,op__ened,559726044,9.999918323666643
77,4,好,10,什千千,652181451,7.84091280164578
78,6,好看好看,10,ロイ・マスタング,376700355,8.250628750088765
79,6,棒棒棒,10,狼小茗,72357555,9.98694268023504
80,6,剧情表现和人物形象塑造乏善可陈而敷衍......新海诚最大的优点还是只有精致的画面。,6,Zzzz3Zzz,39495930,0.2831872823835313
81,4,太好看了,10,汐星河沫皓月,355901744,7.425082640567448
82,5,好看。一切美好的事物终将归来，一切痛苦的记忆也会远去，就像溪水净化自己，枯树绽出新芽。但是黎明终会到来，你会在阳光之下长大成人，未来一定会是这样的，因为那已经是注定好的事了。,10,SPEAK-STAR,1556497980,9.999999974103794
83,4,好好好,10,弧度的第五,2129703852,6.805162257409744
84,5,你的门子,10,V浅独白,383460864,2.499999999999998
85,5,这为啥9.8,4,静峰惠璃,510467016,7.088802183999628
86,6,看不懂，什么乱七八糟的啊，音乐和特效还是不错的了，商业化很严重，故事剧情很老套，开头猜到结局，没有很大的吸引力，而且叙述的很乱，男女主感情线很奇怪，都是跳着看，9.8分？这个怎么来的？刷上去的？,2,园小园you,15502249,0.0029507577998610923
87,5,画质愈来愈好，剧情……音乐好听。,6,我燃起来了纳兹,450709223,7.799959567199045
88,4,9.8？,4,平凡人士中的靓仔,1640343745,5.0
89,6,比起诚哥之前的作品确实差了点，但总的来说算是中上水平吧，主要还是诚哥发挥太稳定了，冲着画面配乐都值得一看,8,回憶往昔_,2108594,4.534398014600668
90,5,给猫的,10,五条悟的女朋友,379831538,5.119047619047611
91,5,gd,10,吴才远见,478925652,6.499999999999991
92,5,总体很好，但是有些地方还不太理解，比如说那段“我很害怕”那段（？）,8,loser_QAQ,560096617,9.878534141956944
93,5,很不错的作品，第一次完整的看完，看着之类的动漫，一定要静下心来看的。,10,浩宸卜苒,335912488,9.410272272453033
94,6,很不错，就是有点泪目，太感动了，我先找个地方哭会儿,10,夏沫诺雨,205236675,9.982517428648555
95,5,世界不能少了纯爱和猫猫,10,莱丝小姐,323914364,9.331219717246974
96,6,感觉像是对震后幸存者的安慰与开解，挺好看的,8,噫噫噫噫丫,4645920,9.23017357156459
97,5,画面挺好，但剧情有点勉强,4,致远星难民,323692493,2.9649393547209257
98,5,在预期之内，想说的话很多，值得五星,10,在下百奇有何贵干,536199829,9.803152881481997
99,6,大臣想要自由，男主是个负责任的闭门人，太难选了，要不把我当要石，让他们都自由吧 T~T,10,瓶子能发个,258919817,9.204015255946029
100,4,太一般了，感觉比新海诚往常的作品比差太多了,4,RikKaXtoki,519848395,1.4882112756232846
101,4,好看,10,Pshx,1334609351,7.892855468566868
102,6,忘掉过去的痛苦，美好的未来在招手,10,线性走位,387452009,9.986980855491401
103,6,这一部，是自己的成长啊,10,平平淡淡老咸鱼,29795493,9.070317500547883
104,5,给我9.9,10,小孤独-_-,470314100,4.615384615384606
105,4,去电影院看的时候很震撼，立意也挺深的。很幸运可以在那段时间看到这部电影。,10,殊影空灵,1401442397,9.943805036150708
106,5,9.8得分不属于这部剧,2,恰糖人牧泽,321617569,6.653469540797353
107,5,新海诚想要转型，却又放不下摇钱树作出的四不象,4,jevons1,28669884,7.337477231856924
108,5,三年之后见,10,sjala,226835145,8.29749678815006
109,5,好好好,10,浅揽月,502104297,6.805162257409744
110,4,还行把，就是大臣这个角色感觉崩了，但这配乐真的满分。,10,慎虚仔,33984619,9.470661224696714
111,6,一刻都没有为大臣感到悲伤，女主和男主快乐地谈起了恋爱,2,奶黄包骑士,2008047,9.928068362838033
112,6,不充实就会显得很浮夸,2,上木彡糸会梨衣,44066141,7.344152401218869
113,5,1,10,SMODG,310817591,5.2803325079589545
114,5,很棒,10,七年似尘埃aa,22347863,9.561223856513372
115,5,我出门了,10,某物奇才,1359984882,7.706270627062701
116,6,大臣真的好可怜(இдஇ; ),6,2049年,36476251,8.905195139371722
117,6,不太喜欢，但质量真的很好，给三星,6,炸弹豆豆,5572398,7.591440319847309
118,6,1,10,黄先生打怪兽,63272081,5.2803325079589545
119,6,666,10,四块腹肌哒肥宅,20807631,7.30103806228373
120,4,.,10,sasa_cyx,1500796299,7.484223051105047
121,5,~,10,爱吃铜锣烧的文宇思语,1309862112,7.484223051105047
122,5,.,10,云田代川,209028330,7.484223051105047
123,5,挺好的,10,真的真的讨厌芒果,172812155,8.188561251243046
124,5,真不错 国语真不错！期待越来越好的配音。,8,是我归流哒,388973899,7.890881985721974
125,5,一般,2,雪中智代待死gi,688323200,7.484223051105047
126,6,三星给作画,6,会唠嗑的乌鸦,12406110,7.038810134497173
127,6,已阅,10,淼Hurley,38213179,5.261396328916744
128,6,新海诚的画风一如既往的精美，本作的内核还是女主和过去的和解吧，心疼猫猫！₍˄·͈༝·͈˄*₎◞ ̑̑,10,黑丶月光,85810808,9.641269980064665
129,5,一名少女的自我救赎之旅。,10,---超绝最可爱天使酱---,470330996,9.556798546625235
130,6,夸张的关门特效，以及无法让人代入的种种奇异。可能是我的问题，带入不了一点，看不下去。,6,翘首远望,52844214,6.810240029316594
131,5,和前女友一起看的第一部电影,10,LMSC,509721249,6.3998267437358605
132,4,虽然不知道为什么有这么多恶评，但是这部电影我觉得就已经很成功了,10,杨小羊哥,1121049407,5.490183115307063
133,5,画面还是一如既往的棒！点赞！感觉这部的自我救赎比感情线讲的更好，感觉有些不符合期待吧……但水平还是在线的,8,马路边的太君,675340140,9.487564181211608
134,6,剧情和感情过于跳跃，很多地方有些刻意的转变？新海诚的作品个人还是最喜欢秒速五厘米吧,6,H--T_T,305786816,8.712471209165498
135,4,很好的电影，后悔没去电影院看了。但看完我就知道电影一定会有争议。争议点无非就几种：女主恋爱脑什么的，还有说什么把男主和女主都变成要石的…我觉得女主做事都有动机和铺垫啊，在小说里应该会有更多的细节,10,梁梦群,1635298327,0.1273505821538523
136,4,画面挺好看，剧情……,4,阿沐um,1090136780,4.372251435377638
137,4,没意思,2,相里炎炎,386794678,1.2517462978485583
138,5,好,10,tcxzbtz,589945298,7.84091280164578
139,6,以前在影院看完新海诚的电影都想看第二遍，而这部我却完全没有这个冲动，爱情线删掉可能观感好一点,6,令和の带恶人-飞羽真,246536553,6.1408054157847625
140,5,经历了天气之子的神作之后，对新海诚赞不绝口，满心期待的和朋友一起起电影院看完，出来直说恶心，全作女主一路花痴犯蠢,4,Gooseぃ,267434768,4.291977206484155
141,6,一般般吧,6,edanml,1656546,7.3787183070473095
142,5,给人以震撼和力量！,10,尼玛自己人,40499322,9.883014152757054
143,6,不错,10,星奏翎_Takara,78010196,8.401798224124736
144,4,我很喜欢很喜欢很喜欢,10,这梦取名晚安,438565134,9.954968376130548
145,5,二刷，希望有机会重映，真的想去电影院里看一次,10,十五月的风,670937342,9.87622534537471
146,5,说实话就创新方面来说可以了，涉及的情感关系感悟很多，碍于时长都没能展开说详细，就给人一种印象浅薄的感觉，我是觉得真挺好的，对于小日子来说不局限于爱情就已经是一大进步了,10,我㲌䮻,499316235,9.936416245687736
147,5,很喜欢,10,亭阁流觞,62047392,9.259649464392876
148,5,剧情一般,6,长止草,526348224,5.437612642805002
149,5,有一点小瑕疵，但也没有影院刚上映是说的那么难堪,8,影汀せつな,399198324,6.774636811338892
150,5,感情缺陷神经少女的神经质恋爱脑之旅……,2,潜水de双鱼,133365968,5.415218021626664
151,5,没有诚哥的电影世界会是怎么样的呢，无法想象......,10,芩悟鸭,1529598932,8.935397106592733
152,5,新海诚的电影还那么的好看,10,冷眸残情z,251102079,8.078231415956939
153,6,全程无尿点..好评hh,10,麻辣柠檬红茶,227426521,4.012812011391228
154,5,在真正亲身去体会这部新海诚的新作之前，受网络舆论影响，我一直是持怀疑态度的看完全片后，我才深刻的明白这部电影中微妙、复杂的情感，值得五星!奈何文笔有限，难以表真心,10,酷酷的晓宇昼,610549232,9.999322959657507
155,5,剧情真配不上9.8,4,Goodenough-ZD,1024290841,5.150434921559398
156,4,和前女友一起去的，现在分了,10,是七下か,646382666,5.568190868283198
157,5,挺好的,10,荻花花超可爱,433604456,8.188561251243046
158,6,莫名其妙的两个人,2,葱油味棉花糖,307414643,2.8425270799890114
159,5,额，前两天刷完的铃芽之旅，还是来B站评分这来打个卡吧。感觉这电影有点过誉了吧~,6,JerryTH,43910595,0.4739134773220577
160,4,6,10,我是一块地瓜,481981131,6.5778737700983845
161,6,好看，爱看，下次还看,10,一只邱某,82132644,6.84317433873903
162,5,第一遍看起来不是很懂，不过画面依旧是原来的味道,2,路哥Y6,388202718,9.484546727336188
163,5,恋爱佬可以不看。,10,终极大魔王-,1192447386,5.364733842478247
164,6,纯听歌了,4,夹击妹抖ぴ,36016785,8.145580728628357
165,5,拉低了前面的水平,4,天降小月宝,502552224,1.3845092132197023
166,6,感觉一般般，男主一意孤行，女主一言难尽。配角很不错，场景很好可以做壁纸。三星不能再多了，评分高了,6,李某最喜欢眼镜妹,26066837,5.67231354527403
167,4,真觉得不好看  剧情有点莫名其妙的。,4,V社书,1376661716,0.7472892987998525
168,5,每一部新海诚的电影我记住的都是女主的身影，无论是繁星还是言叶，还是如今塑造得如此优秀的铃芽，女性角色的复杂性与人物魅力，自我救赎与救赎祂人的极其完整的成长线，还有那如此令人共情的灾后关怀，都写得很好。,10,铃芽之心,2134091516,9.999913973034019
169,5,救赎童年,8,是三番丫,1729155609,9.693926302323547
170,4,真的佩服!!!我想知道心情已经不可以用语言形容了,10,无聊的人类吧,1803241585,6.866801111314771
171,5,很好看,10,然宫神器,326327511,8.637458419453868
172,5,仁者见仁，智者见智。,10,hecate_two,347373038,9.484560985976707
173,5,当时电影院看一半就走了,2,它知道风从哪里来,512188024,3.751684474446564
174,5,迷一样剧情，果然导演只需要拍电影，其他的观众自己会脑补～,2,曲中人未知,600162797,1.633677002710634
175,5,.,10,bili_60183990977,1015876436,7.484223051105047
176,5,唯美，唯心,8,unknown-creature,629276686,9.344866681950073
177,4,很好，内容有点深刻，再过几年可能会懂，但觉得不如前两部。,10,梦麟舞,1417486324,8.267274654890173
178,6,诚哥电影画面一贯的好看的，最后的转折也很意料之外又在情理之中。我也想要一个同款猫猫。,10,咕噜仓,99090260,9.858071584824184
179,4,真的很好看,10,makemesuffer,34084576,8.428160136686888
180,5,一般般,6,初代火影3,174208123,7.3787183070473095
181,4,9.8？,6,しらせ,1117921815,5.0
182,6,剧情老套到无语的那种，很多剧情都不合理，女主性格也特别离谱，后面就硬来一个大好结局，所有的事情发展都牵强得很，看完没有半点感动，愧对9.8分，所以由我来拉低评分！！！！,2,阿独独,5593045,0.0017398869083184998
183,5,超过期待。,10,追番的pepeliu,8202617,7.175783168609411
184,6,不变的日式灾难片,8,青柠清濛,3580290,3.61471559530714
185,5,再看一次依旧觉得震撼,10,Suucassi,409584040,9.681757793843959
186,6,好看！,10,十二宫丶丶,286637839,7.892855468566868
187,5,铃芽之旅居然是在学校看完的TWT,10,蜀雪ovo,532592209,5.369201721953792
188,5,第一次喜欢新海诚的电影,10,这天补不了一点,132440810,9.499736264730679
189,6,女主太任性，非要去一个地方也不说去哪也不跟身边人解释清楚，疯了一样，认识男主才几天，关了几扇门，就没他会死了，矛盾也好生硬，突然吵架又突然好了，“虽然不清楚但你一定有很重要的事吧~” 啊？？没事吧大家,2,不良半少女,4705297,0.5129073990334398
190,6,看得有点莫名其妙,6,鲜橙多不多ovo,381384205,1.6611198360130441
191,5,情感来的太莫名其妙,4,只吃面包边,34380081,3.0981316794083433
192,5,剧情老套,2,blilbiliHAHA,442397819,3.4919021051700727
193,5,不如草太单飞，这剧情,2,-chuya丶,1523664162,3.690951843224286
194,5,商业化中努力表达的感觉，但是作为一部公路片以及灾难片，我个人认为它达到了很不错的高度。,10,梧砚铎dd,1950073847,8.322538676766635
195,5,画面好看，剧情不好看,6,金桔柠檬少糖,375631498,5.964843963969061
196,6,也是一部好电影，只是我感觉这部电影想要表达的意义可能有点多，不如天气之子纯粹，所以观感上可能差一点，但确实是一部好电影,10,小陳爱吃土豆,31271438,2.6755754604529294
197,5,哭成泪人,10,与李共守河山,37199007,9.901285892118935
198,4,。,10,葫芦不灵啦,498012954,7.484223051105047
199,5,好！,10,MOFEI比企谷,381378505,7.84091280164578
200,5,三分给画面和音乐。剧情的逻辑性和无论是与路人和男主的感情描写都很浅显碎片化,6,半杯乌云茶,434089783,5.943947599962373
201,5,9.8？,4,江旅老师来了,471619299,5.0
202,4,真的真的非常好看，绝对值得一看，累点低的姐妹记得带上纸巾（○゜ε＾○）,10,雨夜听笛,344694701,8.138541118917354
203,6,很感动 很喜欢的电影 很能共情,10,nAgiblve,56823853,9.968368724344916
204,5,不好看,2,长道长,341016701,6.947796325571371
205,4,好看！！！,10,草没啵啵,639975921,7.610237663610308
206,5,难受,2,蠢蠢搞事鬼,440060649,7.057321884427935
207,5,就，2个小时不知道看了什么。本来想打4星的，后来感觉真不配,6,远笑,1635334866,0.17991345529983938
208,5,不明不白的，就一见钟情了？,4,某科学的k-on部,628834757,3.336051756467432
209,6,画面可以给满分，感情线没有铺垫感觉还不如不做，剧情只说中等吧，可能是期待太高,6,披萨女CC,499963662,4.577764868660719
210,6,好看,10,maomaorx,3974798,7.892855468566868
211,6,猫猫有点可惜,10,蛊越-,219579434,7.817282023932622
212,6,结尾时，认为爱情这段应该改掉比较好，但看完后回忆全篇，发现玲芽之旅这一路，朋友，陌生人，长辈，都经历过，如果缺了恋人是不太好。可惜就是这部在我个人看来爱情这一块表现的实在不太好。最后自己与自己和解很好,8,你又来到梦中,293965826,9.836801248885086
213,6,给人的感觉像是天气之子的好结局版（对于大部分人日本人来说），但感情线写的其实不是很好，男女主的感情缺少铺垫，显得有些过于单薄了,8,夜如渊,10775628,9.270046372647245
214,5,结尾哭死我了,10,小蔡要上岸啊,352197106,9.000608446641884
215,4,剧情奇奇怪怪，分数全在背景和配音上。,6,初见时的懵懂,49268408,1.2279919343511436
216,5,111,10,阿尔呵,626988988,5.8823529411764595
217,6,一般,6,变色鹦鹉,39103044,7.484223051105047
218,5,！！！！！！！,10,御坂86,395335146,7.257844474761249
219,5,期待下一部,10,GT弦音,403905601,7.905597335272584
220,5,好看呢,10,冰箱里的喵大福,354376614,7.892855468566868
221,5,难得好看！！,10,爱吃Taco的Jorlen,437990203,8.649522364521765
222,6,可以,10,七夜七方,29636672,7.484223051105047
223,4,很棒的电影呢,10,清蒸小龙团,3461566122953321,9.539225503965005
224,4,观影中...,10,曉問明月,3493135562836477,7.622826326158252
225,6,好评,10,wcs0919,13212526,8.220858895705517
226,4,三年之约,10,夜月殇别意z,695499266,9.643043703731172
227,4,挺棒的,10,城うぉ,437009452,9.116541353383456
228,5,我的评价是不如前两部，女主这么爱发癫么？部分剧情让人摸不到头脑,2,凤凰院顶针,14332676,0.18634279000144915
229,5,妄图用高端的手法掩盖内里剧情叙事的糟粕,4,华丽的涵涵,398912534,1.773269844711689
230,6,11111,2,修火灬,12688704,5.999999999999989
231,5,没有剧情，全靠画面和配乐,2,拂镜映卿影,1585076736,6.1232218197714126
232,4,9.8？两星就给画质了,4,从未衰落_何谈复兴,1321126144,2.570754200906981
233,5,我看这个电影能够切实感受到灾难来临时大家的害怕和对生的渴望，这才是真正的内涵吧，伴着痛苦恐惧的过去也要迎接美好的未来,10,宝贝越越526,351135001,9.999990467875941
234,6,除了感情线有点瑕疵外还可以吧,8,清酒一杯で,16473237,8.826519459436998
235,5,瑕不掩瑜，真的可以称得上新海诚集大成之作,10,van尼是德鲁伊,2665819,9.999670944739679
236,6,满分,10,冲刺三个月,440304076,9.43254817987152
237,5,非常好看,10,JM简墨,700850017,7.892855468566868
238,5,.,10,一斗亦未寝,628543668,7.484223051105047
239,6,看懂了,10,额额额吃肉肉,90944984,5.274991637081456
240,6,看的新海诚的第一部作品,10,M78星云的圣诞老公公,399128965,8.39415808937687
241,4,神作,10,七星关区第一深情,1666592583,8.874074074074072
242,5,感觉节奏有点那啥，还要很多的问题，但是还可以，敬明天,8,六陈英,689700494,8.588206859737497
243,6,真9.8吗？两星给制作。,4,Ice丶lemon,2964814,1.0653652447973971
244,4,玲芽的自我救赎,10,时间行者_,2047566891,8.808464365525573
245,5,没有新海诚的灵魂,6,沙耶娜美,492026391,9.20160366437724
246,5,就是这个感情线有点离谱 女主爱上了一个板凳 就让我很难接受 你好歹让男主真身久一点 培养感情在变成板凳 很抽象,4,糖幻,178719454,6.494513471143975
247,6,整部电影最大看点是画面和歌,2,EeyyiiX,323535913,4.852938694943047
248,5,你是我的明天。,10,桶装小棒,490479874,9.081810269799824
249,4,跟小说挺附的,10,仙剑之奇,379210402,7.265770141177478
250,6,哭死了，感觉没有突兀的感情线会更好,10,漠北默喃,32441759,9.180131228252318
251,5,总结：恋爱脑女主和病娇猫,2,瑞比特H,487988791,5.797681458668345
252,4,评论的两级分化正是证明了新海诚电影境界的提高,10,-Chees-,1178175581,8.431809698324411
253,5,一般,6,闪耀群星之巅,504517323,7.484223051105047
254,5,+1,10,御坂家的打手,149238369,7.285902503293799
255,6,剧情一般 画面很好,6,亚瑟摩根的卡尔卡诺,104303592,7.601807269067676
256,5,好看,10,维兹weiz,1424415600,7.892855468566868
257,6,还可以吧,8,Iris彤,24343726,6.799550307602083
258,5,怕第一遍没看懂，看了两遍，9.8完全不值。,6,宇治银时红豆丼,412757077,2.229449052300506
259,5,7~8分还可以，9.8逆天,2,咲文兄,497582682,3.5765124891267916
260,6,高中生主角+拯救世界+爱情=票房+学长,4,千树万树梨花開z,14040506,5.008981435074165
261,6,这个剧情编排和人物塑造一塌糊涂，只有画面和音乐还行,6,鸷鸟之不群兮-,414475607,1.312899384938283
262,5,9.8真的有点配不上，前面都还蛮好的，到铃芽去找门开始剧情就稀里糊涂了…说实话，后面的剧情对接上前面算得上是毁掉了整合剧情线，莫名其妙的争吵，无比违和的逃出牺牲，过渡都比较生硬，而且感情浮于表面。,6,LMX夏天一,410556970,0.0003395153830032527
263,5,和两个表妹和表弟去看了，一个表妹是补老番的资深，一个是会看点出圈作，表弟一倍速看番，我算半个老宅。俩表妹一个看完觉得挠缠，一个看完觉得不如胰脏，表弟看到一半玩手机，我在睡觉，我觉得这不是巧合,2,穷秃的qiu桑,190160862,0.0005179084962725344
264,5,你说得对，但是9.8?,4,不是道友,362212508,4.340634562179778
265,5,1,2,MAG1C3,386881711,5.2803325079589545
266,5,9.8？,4,Scovir,400505198,5.0
267,5,当下及格的主流价值观电影吧。你懂我的意思。,6,就叫下头男,438772338,3.000875978281752
268,4,还不错,10,使用B站一坤年,487613885,7.896664887134952
