,ulevel,comment,score,uname,uid,score_predict
18,4,内心很震撼，从女主身上学到勇气，结局很满意，猫猫拯救世界,10,这还玩嘛玩,2123574970,9.99999993609578
19,4,好看,10,术殇,349686228,7.112462006079026
20,4,好,10,哇噢噢噢噢哦哦哦,1026919654,6.558628208940429
21,4,无敌,10,橙滋润orange,1606365419,9.11764705882353
22,4,赞,10,bili_3476761,503586685,9.178743961352657
23,5,9.8还是太高了，优缺点都很明显。画面音乐剪辑nb确实没的说，但人设和剧情有些地方真的很离谱太突兀了吧，还有这么一搞我真的对猫咪不是很喜欢，可能是因为自己本来就很讨厌熊孩子，个人认为7～8分比较合适。,4,月刊勇者咸鱼君,161827598,9.97861914283307
24,6,大臣啊啊啊啊啊啊啊啊啊啊啊 男女主为什么不双死啊 受不了了 猫猫又干错了什么啊啊啊啊啊啊,2,我永远单推神奇陆妈妈,12672477,9.996031622466182
25,5,个人评价超过《天气之子》，但台词真的还是有点欠打磨。,8,Sknowt,102633405,5.242305694143962
26,5,花了98去电影院看的，只能说中规中矩,6,御坂510号,457115556,9.567795442281605
27,5,画面、配音等的“软实力”说得过去，剧情、分镜等的“硬实力”是完全看不下去。,4,利威尔阶下囚,156518327,6.741405153663452
28,5,9.8 太高了 画面依旧一流 没得说 但是和以往剧情比 差点意思,2,执着的手术刀,242584772,9.969414924407134
29,6,新海诚的上限也太低了，偏偏其他技能点又全部点满，真的很难不让人对他抱有期待。看过这部之后基本明白了，动画届也有自己的于正，专做精致的巧克力味粑粑。新海诚站在山脚，仰望山巅的宫崎骏，叹了口气，果然有些是,2,硕儿imsure,341030670,9.9996877634202
30,5,剧情真的有点撑不住，给两分画面和配乐吧,4,首阳廿伍,85435960,5.971171928273068
31,5,赞,10,天增岁月人增肉74751,219888325,9.178743961352657
32,5,在电影院看的 当时配上音效 非常震撼,10,这厮没有钱,484126733,9.318407022535046
33,5,特别喜欢,10,iwdffet一只黑,470289494,7.63482849115234
34,5,这剧情，看了跟没看一样,2,唯ーぺ,321369531,5.815977379457714
35,6,画质和场景构造第一梯队没得说，但是剧情是不是有点令人惊奇？？1莫名喜欢上了一个陌生人，因为对面是帅哥吗？2和那爷爷对话，“没有草太先生的世界好可怕”，让人全程？？3为什么就偷偷亲别人了（凳子）？,4,墨迹包子,174974598,9.999489098478485
36,5,好看，爱看,10,花雨丶噬血,349635581,8.942313018668017
37,5,不错啊,10,-爱吃鱼的修狗-,378120088,8.612132352941176
38,5,一如既往,10,小周同学爱唱歌,1982330541,8.627450980392156
39,4,只能说期望太大，优缺点都挺明显的。,8,zero伍柒柒玖,1805053264,5.562788297078617
40,5,好看是好看但是比不上之前的作品,6,刘某套你猴子,527026728,9.007103618020045
41,6,9.8？,4,sasukeiiiii,51044674,5.0
42,4,满分,10,御殿翎琉璃,1760620946,7.499999999999999
43,4,想了很多，但不足以表达，唯有喜欢二字，能表达一二,10,归尘之终,515975712,9.286944520596839
44,6,特别甜，特别好,10,零临后,436532177,9.166860866142136
45,5,一般,6,看海xr,34930426,5.262327818078083
46,6,好！,10,二刺猿李丛宇,477079146,6.558628208940429
47,4,见了一面就爱得死去活来？,6,蓝白天隙,110058143,9.061476299198388
48,6,理解不了剧情，只看到了一个见色起意的叛逆女孩一意孤行，脑子里除了那个那个男的外的一切人对她的关心都像是史一样被她嫌弃。唯一值得赞叹的就是她的行为差点毁灭日本吧。,2,火箭炮魔,302416245,9.996960772112935
49,5,真的想不到评分能这么高，跟追繁一样的套路但观感而言追繁要超过铃芽，两个女主都是不明不白的踏上旅程，铃芽进入死界那段也跟追繁的一段非常相似，而且那里有段哭了又笑的剧情真的忍不了，时间也久了模糊的就不提了,4,不动之奥森,513894632,9.980736690605346
50,5,在玩儿就是嘎嘎好看，虽然剧情稍微有点槽点，但是不妨碍我就是看主角的,10,从细狗变成猛男,599145607,7.8721010202319865
51,5,先致郁后治愈,6,画个小羽毛,252317974,6.488013520240018
52,4,期待下一个三年之约,10,栗花落栗花落,1146123823,5.642961947358928
53,6,好看,10,人生也逍遥,175988548,7.112462006079026
54,6,画面很美。,8,CloudsCollector,98324126,9.331678864276121
55,6,很好,10,终极斯卡蒂单推人,25743888,7.795229979671992
56,5,好看捏,10,蕉绿的泽,1843276610,6.892074482293214
57,5,有泪点,10,万古成空,62251215,5.0
58,5,瑕不掩瑜,8,SKY封,287488589,7.959724438686024
59,6,乐,10,苏格忒底,473082765,7.37704918032787
60,6,这部作品暴露了新海诚多线叙事的短板，感情戏极其平淡且冗余。,8,Threeoone_,384028106,9.854135464242805
61,6,好的地方是真的真的真的很好，但新海诚你被绑架了可以眨眨眼，商业化让你妥协太多了。,8,世羽言,13068194,9.93391289130097
62,5,超级喜欢，比天气还喜欢的那种。感情线雀实快啦，但是对灾难对生命的思考都很戳，草太他俩的战友情也很戳我，而且最后很直接地说我回去找你的，我真的超级开心！,10,-Avalon-z,1153833848,9.998864225450905
63,5,',10,Executioner_,350631948,0.40000000000000036
64,5,真的很不错！,10,浅光official,12854835,9.421514967904676
65,5,太好看了,10,难言的轻语,88118297,5.375152786177115
66,5,个人看完了一遍，只能说没有《天气之子》给我带来震撼的感觉了,6,_沄落_,374835939,8.65587399897909
67,6,情感爆发太扎眼了,4,浅倉花火,39163125,8.718303276545047
68,6,emm,2,喃哒过咧啊,944006,5.0
69,6,很赞,10,又是六枚硬币-6,271579539,9.53989728129836
70,5,好看捏,10,身处雨落的黄昏,453110581,6.892074482293214
71,5,真好啊,10,起名真难呀你,527943242,6.59726197600683
72,5,震撼 好看 类目,10,深影YY,30179281,7.846610528748238
73,6,1,10,无上限的淡蓝,1903334,3.2689832689832663
74,5,随手关门好习惯,10,laterstayrx,550557925,2.98218625252321
75,4,不适合那种无底线爱猫人士看，这是神作,10,sigamic,277638392,9.949542658979558
76,5,RADWIMPS的情绪音乐非常到位。逻辑不足、篇幅较短并不影响观众情绪的代入，并不影响由暗恋的简单情感到安抚灾后幸存者的立意提升。结尾超越时空的自我拯救，使得这部影片完全值得二周目。观影享受才是真谛。,10,op__ened,559726044,9.999999995873294
77,4,好,10,什千千,652181451,6.558628208940429
78,6,好看好看,10,ロイ・マスタング,376700355,8.452551472531871
79,6,棒棒棒,10,狼小茗,72357555,9.998257204607802
80,6,剧情表现和人物形象塑造乏善可陈而敷衍......新海诚最大的优点还是只有精致的画面。,6,Zzzz3Zzz,39495930,8.567208809083741
81,4,太好看了,10,汐星河沫皓月,355901744,5.375152786177115
82,5,好看。一切美好的事物终将归来，一切痛苦的记忆也会远去，就像溪水净化自己，枯树绽出新芽。但是黎明终会到来，你会在阳光之下长大成人，未来一定会是这样的，因为那已经是注定好的事了。,10,SPEAK-STAR,1556497980,9.999999999238485
83,4,好好好,10,弧度的第五,2129703852,6.931978425614437
84,5,你的门子,10,V浅独白,383460864,5.0
85,5,这为啥9.8,4,静峰惠璃,510467016,0.4763414966939672
86,6,看不懂，什么乱七八糟的啊，音乐和特效还是不错的了，商业化很严重，故事剧情很老套，开头猜到结局，没有很大的吸引力，而且叙述的很乱，男女主感情线很奇怪，都是跳着看，9.8分？这个怎么来的？刷上去的？,2,园小园you,15502249,9.99733418582802
87,5,画质愈来愈好，剧情……音乐好听。,6,我燃起来了纳兹,450709223,8.71259311731272
88,4,9.8？,4,平凡人士中的靓仔,1640343745,5.0
89,6,比起诚哥之前的作品确实差了点，但总的来说算是中上水平吧，主要还是诚哥发挥太稳定了，冲着画面配乐都值得一看,8,回憶往昔_,2108594,9.653275722724588
90,5,给猫的,10,五条悟的女朋友,379831538,5.0
91,5,gd,10,吴才远见,478925652,5.0
92,5,总体很好，但是有些地方还不太理解，比如说那段“我很害怕”那段（？）,8,loser_QAQ,560096617,9.975508364290542
93,5,很不错的作品，第一次完整的看完，看着之类的动漫，一定要静下心来看的。,10,浩宸卜苒,335912488,9.993260319012219
94,6,很不错，就是有点泪目，太感动了，我先找个地方哭会儿,10,夏沫诺雨,205236675,9.642125627814888
95,5,世界不能少了纯爱和猫猫,10,莱丝小姐,323914364,9.581937392884562
96,6,感觉像是对震后幸存者的安慰与开解，挺好看的,8,噫噫噫噫丫,4645920,9.635765008564379
97,5,画面挺好，但剧情有点勉强,4,致远星难民,323692493,7.540883582708223
98,5,在预期之内，想说的话很多，值得五星,10,在下百奇有何贵干,536199829,8.518120744745913
99,6,大臣想要自由，男主是个负责任的闭门人，太难选了，要不把我当要石，让他们都自由吧 T~T,10,瓶子能发个,258919817,9.410770808238793
100,4,太一般了，感觉比新海诚往常的作品比差太多了,4,RikKaXtoki,519848395,0.7268689267171313
101,4,好看,10,Pshx,1334609351,7.112462006079026
102,6,忘掉过去的痛苦，美好的未来在招手,10,线性走位,387452009,9.010332424729906
103,6,这一部，是自己的成长啊,10,平平淡淡老咸鱼,29795493,9.73423888849759
104,5,给我9.9,10,小孤独-_-,470314100,7.499999999999999
105,4,去电影院看的时候很震撼，立意也挺深的。很幸运可以在那段时间看到这部电影。,10,殊影空灵,1401442397,9.999750610315376
106,5,9.8得分不属于这部剧,2,恰糖人牧泽,321617569,9.674403431322842
107,5,新海诚想要转型，却又放不下摇钱树作出的四不象,4,jevons1,28669884,0.29078336378635106
108,5,三年之后见,10,sjala,226835145,3.266231821968737
109,5,好好好,10,浅揽月,502104297,6.931978425614437
110,4,还行把，就是大臣这个角色感觉崩了，但这配乐真的满分。,10,慎虚仔,33984619,9.827327738506334
111,6,一刻都没有为大臣感到悲伤，女主和男主快乐地谈起了恋爱,2,奶黄包骑士,2008047,9.999984059485106
112,6,不充实就会显得很浮夸,2,上木彡糸会梨衣,44066141,6.862640009528066
113,5,1,10,SMODG,310817591,3.2689832689832663
114,5,很棒,10,七年似尘埃aa,22347863,8.648648648648651
115,5,我出门了,10,某物奇才,1359984882,5.247524752475245
116,6,大臣真的好可怜(இдஇ; ),6,2049年,36476251,8.02080282644617
117,6,不太喜欢，但质量真的很好，给三星,6,炸弹豆豆,5572398,6.405536149824885
118,6,1,10,黄先生打怪兽,63272081,3.2689832689832663
119,6,666,10,四块腹肌哒肥宅,20807631,5.0
120,4,.,10,sasa_cyx,1500796299,5.262327818078083
121,5,~,10,爱吃铜锣烧的文宇思语,1309862112,5.262327818078083
122,5,.,10,云田代川,209028330,5.262327818078083
123,5,挺好的,10,真的真的讨厌芒果,172812155,8.284246220999101
124,5,真不错 国语真不错！期待越来越好的配音。,8,是我归流哒,388973899,9.805765870895316
125,5,一般,2,雪中智代待死gi,688323200,5.262327818078083
126,6,三星给作画,6,会唠嗑的乌鸦,12406110,2.5964278348307426
127,6,已阅,10,淼Hurley,38213179,5.2129414152128914
128,6,新海诚的画风一如既往的精美，本作的内核还是女主和过去的和解吧，心疼猫猫！₍˄·͈༝·͈˄*₎◞ ̑̑,10,黑丶月光,85810808,9.971613289432808
129,5,一名少女的自我救赎之旅。,10,---超绝最可爱天使酱---,470330996,9.3537028550877
130,6,夸张的关门特效，以及无法让人代入的种种奇异。可能是我的问题，带入不了一点，看不下去。,6,翘首远望,52844214,6.766532471200197
131,5,和前女友一起看的第一部电影,10,LMSC,509721249,9.339179719463973
132,4,虽然不知道为什么有这么多恶评，但是这部电影我觉得就已经很成功了,10,杨小羊哥,1121049407,8.527185941414633
133,5,画面还是一如既往的棒！点赞！感觉这部的自我救赎比感情线讲的更好，感觉有些不符合期待吧……但水平还是在线的,8,马路边的太君,675340140,9.99799684413864
134,6,剧情和感情过于跳跃，很多地方有些刻意的转变？新海诚的作品个人还是最喜欢秒速五厘米吧,6,H--T_T,305786816,8.636437270768173
135,4,很好的电影，后悔没去电影院看了。但看完我就知道电影一定会有争议。争议点无非就几种：女主恋爱脑什么的，还有说什么把男主和女主都变成要石的…我觉得女主做事都有动机和铺垫啊，在小说里应该会有更多的细节,10,梁梦群,1635298327,9.999997537154757
136,4,画面挺好看，剧情……,4,阿沐um,1090136780,9.497986940200471
137,4,没意思,2,相里炎炎,386794678,0.9615384615384615
138,5,好,10,tcxzbtz,589945298,6.558628208940429
139,6,以前在影院看完新海诚的电影都想看第二遍，而这部我却完全没有这个冲动，爱情线删掉可能观感好一点,6,令和の带恶人-飞羽真,246536553,9.949015768083992
140,5,经历了天气之子的神作之后，对新海诚赞不绝口，满心期待的和朋友一起起电影院看完，出来直说恶心，全作女主一路花痴犯蠢,4,Gooseぃ,267434768,8.121475418002413
141,6,一般般吧,6,edanml,1656546,5.033557046979866
142,5,给人以震撼和力量！,10,尼玛自己人,40499322,9.88276038118735
143,6,不错,10,星奏翎_Takara,78010196,8.612132352941176
144,4,我很喜欢很喜欢很喜欢,10,这梦取名晚安,438565134,9.849030088327279
145,5,二刷，希望有机会重映，真的想去电影院里看一次,10,十五月的风,670937342,7.896877603492242
146,5,说实话就创新方面来说可以了，涉及的情感关系感悟很多，碍于时长都没能展开说详细，就给人一种印象浅薄的感觉，我是觉得真挺好的，对于小日子来说不局限于爱情就已经是一大进步了,10,我㲌䮻,499316235,9.999998447362152
147,5,很喜欢,10,亭阁流觞,62047392,8.119454297664431
148,5,剧情一般,6,长止草,526348224,6.315789473684209
149,5,有一点小瑕疵，但也没有影院刚上映是说的那么难堪,8,影汀せつな,399198324,3.594668436191899
150,5,感情缺陷神经少女的神经质恋爱脑之旅……,2,潜水de双鱼,133365968,9.921556976741272
151,5,没有诚哥的电影世界会是怎么样的呢，无法想象......,10,芩悟鸭,1529598932,9.767814714650862
152,5,新海诚的电影还那么的好看,10,冷眸残情z,251102079,8.272186427508101
153,6,全程无尿点..好评hh,10,麻辣柠檬红茶,227426521,1.2736649231670194
154,5,在真正亲身去体会这部新海诚的新作之前，受网络舆论影响，我一直是持怀疑态度的看完全片后，我才深刻的明白这部电影中微妙、复杂的情感，值得五星!奈何文笔有限，难以表真心,10,酷酷的晓宇昼,610549232,9.998863110695913
155,5,剧情真配不上9.8,4,Goodenough-ZD,1024290841,4.111640853782022
156,4,和前女友一起去的，现在分了,10,是七下か,646382666,5.388999476063288
157,5,挺好的,10,荻花花超可爱,433604456,8.284246220999101
158,6,莫名其妙的两个人,2,葱油味棉花糖,307414643,3.1381140859752668
159,5,额，前两天刷完的铃芽之旅，还是来B站评分这来打个卡吧。感觉这电影有点过誉了吧~,6,JerryTH,43910595,5.944440584091533
160,4,6,10,我是一块地瓜,481981131,3.8994800693240883
161,6,好看，爱看，下次还看,10,一只邱某,82132644,9.400256625006376
162,5,第一遍看起来不是很懂，不过画面依旧是原来的味道,2,路哥Y6,388202718,8.685207895806307
163,5,恋爱佬可以不看。,10,终极大魔王-,1192447386,5.688117986907671
164,6,纯听歌了,4,夹击妹抖ぴ,36016785,8.827191456644671
165,5,拉低了前面的水平,4,天降小月宝,502552224,3.9961798609177546
166,6,感觉一般般，男主一意孤行，女主一言难尽。配角很不错，场景很好可以做壁纸。三星不能再多了，评分高了,6,李某最喜欢眼镜妹,26066837,9.9959533336903
167,4,真觉得不好看  剧情有点莫名其妙的。,4,V社书,1376661716,4.8711422353688585
168,5,每一部新海诚的电影我记住的都是女主的身影，无论是繁星还是言叶，还是如今塑造得如此优秀的铃芽，女性角色的复杂性与人物魅力，自我救赎与救赎祂人的极其完整的成长线，还有那如此令人共情的灾后关怀，都写得很好。,10,铃芽之心,2134091516,9.999999999892747
169,5,救赎童年,8,是三番丫,1729155609,9.874589482090396
170,4,真的佩服!!!我想知道心情已经不可以用语言形容了,10,无聊的人类吧,1803241585,3.069328534154656
171,5,很好看,10,然宫神器,326327511,8.20453311140003
172,5,仁者见仁，智者见智。,10,hecate_two,347373038,0.6154423843327717
173,5,当时电影院看一半就走了,2,它知道风从哪里来,512188024,5.320174401394287
174,5,迷一样剧情，果然导演只需要拍电影，其他的观众自己会脑补～,2,曲中人未知,600162797,9.960775624947953
175,5,.,10,bili_60183990977,1015876436,5.262327818078083
176,5,唯美，唯心,8,unknown-creature,629276686,9.789435231236522
177,4,很好，内容有点深刻，再过几年可能会懂，但觉得不如前两部。,10,梦麟舞,1417486324,8.233459809664804
178,6,诚哥电影画面一贯的好看的，最后的转折也很意料之外又在情理之中。我也想要一个同款猫猫。,10,咕噜仓,99090260,9.971325245671881
179,4,真的很好看,10,makemesuffer,34084576,8.660387744149789
180,5,一般般,6,初代火影3,174208123,5.033557046979866
181,4,9.8？,6,しらせ,1117921815,5.0
182,6,剧情老套到无语的那种，很多剧情都不合理，女主性格也特别离谱，后面就硬来一个大好结局，所有的事情发展都牵强得很，看完没有半点感动，愧对9.8分，所以由我来拉低评分！！！！,2,阿独独,5593045,9.963534002157038
183,5,超过期待。,10,追番的pepeliu,8202617,5.138959546804132
184,6,不变的日式灾难片,8,青柠清濛,3580290,8.762472039051758
185,5,再看一次依旧觉得震撼,10,Suucassi,409584040,8.369360882042608
186,6,好看！,10,十二宫丶丶,286637839,7.112462006079026
187,5,铃芽之旅居然是在学校看完的TWT,10,蜀雪ovo,532592209,9.208852735829264
188,5,第一次喜欢新海诚的电影,10,这天补不了一点,132440810,7.677942583756919
189,6,女主太任性，非要去一个地方也不说去哪也不跟身边人解释清楚，疯了一样，认识男主才几天，关了几扇门，就没他会死了，矛盾也好生硬，突然吵架又突然好了，“虽然不清楚但你一定有很重要的事吧~” 啊？？没事吧大家,2,不良半少女,4705297,0.1687035821128846
190,6,看得有点莫名其妙,6,鲜橙多不多ovo,381384205,3.9878132841812866
191,5,情感来的太莫名其妙,4,只吃面包边,34380081,6.950901332594823
192,5,剧情老套,2,blilbiliHAHA,442397819,7.605056861566944
193,5,不如草太单飞，这剧情,2,-chuya丶,1523664162,6.140940680978542
194,5,商业化中努力表达的感觉，但是作为一部公路片以及灾难片，我个人认为它达到了很不错的高度。,10,梧砚铎dd,1950073847,9.988628513293914
195,5,画面好看，剧情不好看,6,金桔柠檬少糖,375631498,8.471430640018728
196,6,也是一部好电影，只是我感觉这部电影想要表达的意义可能有点多，不如天气之子纯粹，所以观感上可能差一点，但确实是一部好电影,10,小陳爱吃土豆,31271438,8.96416851694772
197,5,哭成泪人,10,与李共守河山,37199007,7.198364788866237
198,4,。,10,葫芦不灵啦,498012954,5.262327818078083
199,5,好！,10,MOFEI比企谷,381378505,6.558628208940429
200,5,三分给画面和音乐。剧情的逻辑性和无论是与路人和男主的感情描写都很浅显碎片化,6,半杯乌云茶,434089783,9.995046817673817
201,5,9.8？,4,江旅老师来了,471619299,5.0
202,4,真的真的非常好看，绝对值得一看，累点低的姐妹记得带上纸巾（○゜ε＾○）,10,雨夜听笛,344694701,8.0175745615403
203,6,很感动 很喜欢的电影 很能共情,10,nAgiblve,56823853,9.981287795907118
204,5,不好看,2,长道长,341016701,5.650263060554156
205,4,好看！！！,10,草没啵啵,639975921,3.657541764025564
206,5,难受,2,蠢蠢搞事鬼,440060649,3.1034482758620676
207,5,就，2个小时不知道看了什么。本来想打4星的，后来感觉真不配,6,远笑,1635334866,0.28518452583086384
208,5,不明不白的，就一见钟情了？,4,某科学的k-on部,628834757,7.393721470940485
209,6,画面可以给满分，感情线没有铺垫感觉还不如不做，剧情只说中等吧，可能是期待太高,6,披萨女CC,499963662,9.717081921520435
210,6,好看,10,maomaorx,3974798,7.112462006079026
211,6,猫猫有点可惜,10,蛊越-,219579434,8.748708202040543
212,6,结尾时，认为爱情这段应该改掉比较好，但看完后回忆全篇，发现玲芽之旅这一路，朋友，陌生人，长辈，都经历过，如果缺了恋人是不太好。可惜就是这部在我个人看来爱情这一块表现的实在不太好。最后自己与自己和解很好,8,你又来到梦中,293965826,9.999986313623605
213,6,给人的感觉像是天气之子的好结局版（对于大部分人日本人来说），但感情线写的其实不是很好，男女主的感情缺少铺垫，显得有些过于单薄了,8,夜如渊,10775628,9.999298542848065
214,5,结尾哭死我了,10,小蔡要上岸啊,352197106,9.110337656163264
215,4,剧情奇奇怪怪，分数全在背景和配音上。,6,初见时的懵懂,49268408,1.4467970227186655
216,5,111,10,阿尔呵,626988988,2.500000000000001
217,6,一般,6,变色鹦鹉,39103044,5.262327818078083
218,5,！！！！！！！,10,御坂86,395335146,1.6666666666666674
219,5,期待下一部,10,GT弦音,403905601,7.50708349189464
220,5,好看呢,10,冰箱里的喵大福,354376614,7.112462006079026
221,5,难得好看！！,10,爱吃Taco的Jorlen,437990203,8.278797549927162
222,6,可以,10,七夜七方,29636672,5.262327818078083
223,4,很棒的电影呢,10,清蒸小龙团,3461566122953321,9.59069737519251
224,4,观影中...,10,曉問明月,3493135562836477,5.990427349378291
225,6,好评,10,wcs0919,13212526,4.457831325301203
226,4,三年之约,10,夜月殇别意z,695499266,4.360009383571004
227,4,挺棒的,10,城うぉ,437009452,5.0
228,5,我的评价是不如前两部，女主这么爱发癫么？部分剧情让人摸不到头脑,2,凤凰院顶针,14332676,8.781507452660065
229,5,妄图用高端的手法掩盖内里剧情叙事的糟粕,4,华丽的涵涵,398912534,8.985375326041725
230,6,11111,2,修火灬,12688704,5.0
231,5,没有剧情，全靠画面和配乐,2,拂镜映卿影,1585076736,6.601937002465647
232,4,9.8？两星就给画质了,4,从未衰落_何谈复兴,1321126144,4.273106429497178
233,5,我看这个电影能够切实感受到灾难来临时大家的害怕和对生的渴望，这才是真正的内涵吧，伴着痛苦恐惧的过去也要迎接美好的未来,10,宝贝越越526,351135001,9.999920128250826
234,6,除了感情线有点瑕疵外还可以吧,8,清酒一杯で,16473237,8.21468378081591
235,5,瑕不掩瑜，真的可以称得上新海诚集大成之作,10,van尼是德鲁伊,2665819,8.412089249709936
236,6,满分,10,冲刺三个月,440304076,7.499999999999999
237,5,非常好看,10,JM简墨,700850017,7.112462006079026
238,5,.,10,一斗亦未寝,628543668,5.262327818078083
239,6,看懂了,10,额额额吃肉肉,90944984,5.844106634819336
240,6,看的新海诚的第一部作品,10,M78星云的圣诞老公公,399128965,7.144388699301578
241,4,神作,10,七星关区第一深情,1666592583,5.0
242,5,感觉节奏有点那啥，还要很多的问题，但是还可以，敬明天,8,六陈英,689700494,6.974109320136282
243,6,真9.8吗？两星给制作。,4,Ice丶lemon,2964814,1.6901707402029509
244,4,玲芽的自我救赎,10,时间行者_,2047566891,9.28640199230186
245,5,没有新海诚的灵魂,6,沙耶娜美,492026391,7.970778973690726
246,5,就是这个感情线有点离谱 女主爱上了一个板凳 就让我很难接受 你好歹让男主真身久一点 培养感情在变成板凳 很抽象,4,糖幻,178719454,9.999627839840706
247,6,整部电影最大看点是画面和歌,2,EeyyiiX,323535913,9.765197204491685
248,5,你是我的明天。,10,桶装小棒,490479874,3.064516129032259
249,4,跟小说挺附的,10,仙剑之奇,379210402,7.813437815276044
250,6,哭死了，感觉没有突兀的感情线会更好,10,漠北默喃,32441759,6.811809730728655
251,5,总结：恋爱脑女主和病娇猫,2,瑞比特H,487988791,9.93794120090778
252,4,评论的两级分化正是证明了新海诚电影境界的提高,10,-Chees-,1178175581,8.604829580259235
253,5,一般,6,闪耀群星之巅,504517323,5.262327818078083
254,5,+1,10,御坂家的打手,149238369,8.0
255,6,剧情一般 画面很好,6,亚瑟摩根的卡尔卡诺,104303592,8.718317463237089
256,5,好看,10,维兹weiz,1424415600,7.112462006079026
257,6,还可以吧,8,Iris彤,24343726,5.746682977321914
258,5,怕第一遍没看懂，看了两遍，9.8完全不值。,6,宇治银时红豆丼,412757077,2.6531428201173393
259,5,7~8分还可以，9.8逆天,2,咲文兄,497582682,1.803371848681422
260,6,高中生主角+拯救世界+爱情=票房+学长,4,千树万树梨花開z,14040506,9.999154132937875
261,6,这个剧情编排和人物塑造一塌糊涂，只有画面和音乐还行,6,鸷鸟之不群兮-,414475607,6.467888502839408
262,5,9.8真的有点配不上，前面都还蛮好的，到铃芽去找门开始剧情就稀里糊涂了…说实话，后面的剧情对接上前面算得上是毁掉了整合剧情线，莫名其妙的争吵，无比违和的逃出牺牲，过渡都比较生硬，而且感情浮于表面。,6,LMX夏天一,410556970,0.8022904250398077
263,5,和两个表妹和表弟去看了，一个表妹是补老番的资深，一个是会看点出圈作，表弟一倍速看番，我算半个老宅。俩表妹一个看完觉得挠缠，一个看完觉得不如胰脏，表弟看到一半玩手机，我在睡觉，我觉得这不是巧合,2,穷秃的qiu桑,190160862,0.5743177585631098
264,5,你说得对，但是9.8?,4,不是道友,362212508,3.657256931515053
265,5,1,2,MAG1C3,386881711,3.2689832689832663
266,5,9.8？,4,Scovir,400505198,5.0
267,5,当下及格的主流价值观电影吧。你懂我的意思。,6,就叫下头男,438772338,9.807284953514548
268,4,还不错,10,使用B站一坤年,487613885,8.83015317507988
269,5,蛮不错的（）,10,谁杀了知更鸟呢,400214367,9.250682561059822
